,question,gameID,round_list
0,['23'],1,1
1,['23'],1,1
2,['3'],1,2
3,['3'],1,2
4,['28'],1,2
5,['28'],1,2
6,['30'],2,1
7,['30'],2,1
8,['15'],2,2
9,['15'],2,2
10,['23'],2,2
11,['23'],2,2
12,['23'],3,1
13,['23'],3,1
14,['6'],3,2
15,['6'],3,2
16,['20'],3,2
17,['20'],3,2
18,['14'],4,1
19,['14'],4,1
20,['4'],4,2
21,['4'],4,2
22,['14'],4,2
23,['14'],4,2
24,['24'],5,1
25,['24'],5,1
26,['10'],5,2
27,['10'],5,2
28,['21'],5,2
29,['21'],5,2
30,['15'],6,1
31,['15'],6,1
32,['4'],6,2
33,['4'],6,2
34,['20'],6,2
35,['20'],6,2
36,['18'],7,1
37,['18'],7,1
38,['9'],7,2
39,['9'],7,2
40,['24'],7,2
41,['24'],7,2
42,['28'],8,1
43,['28'],8,1
44,['9'],8,2
45,['9'],8,2
46,['13'],8,2
47,['13'],8,2
48,['29'],9,1
49,['29'],9,1
50,['10'],9,2
51,['10'],9,2
52,['18'],9,2
53,['18'],9,2
54,['15'],10,1
55,['15'],10,1
56,['22'],10,2
57,['22'],10,2
58,['25'],10,2
59,['25'],10,2
60,['9'],11,1
61,['9'],11,1
62,['27'],11,2
63,['27'],11,2
64,['29'],11,2
65,['29'],11,2
66,['29'],12,1
67,['29'],12,1
68,['3'],12,2
69,['3'],12,2
70,['20'],12,2
71,['20'],12,2
72,['21'],13,1
73,['21'],13,1
74,['10'],13,2
75,['10'],13,2
76,['19'],13,2
77,['19'],13,2
78,['15'],14,1
79,['15'],14,1
80,['3'],14,2
81,['3'],14,2
82,['29'],14,2
83,['29'],14,2
84,['8'],15,1
85,['8'],15,1
86,['2'],15,2
87,['2'],15,2
88,['15'],15,2
89,['15'],15,2
90,['5'],16,1
91,['5'],16,1
92,['18'],16,2
93,['18'],16,2
94,['21'],16,2
95,['21'],16,2
96,['24'],17,1
97,['24'],17,1
98,['9'],17,2
99,['9'],17,2
100,['18'],17,2
101,['18'],17,2
102,['5'],18,1
103,['5'],18,1
104,['7'],18,2
105,['7'],18,2
106,['19'],18,2
107,['19'],18,2
108,['5'],19,1
109,['5'],19,1
110,['3'],19,2
111,['3'],19,2
112,['17'],19,2
113,['17'],19,2
114,['19'],20,1
115,['19'],20,1
116,['3'],20,2
117,['3'],20,2
118,['8'],20,2
119,['8'],20,2
120,['4'],21,1
121,['4'],21,1
122,['5'],21,2
123,['5'],21,2
124,['17'],21,2
125,['17'],21,2
126,['9'],22,1
127,['9'],22,1
128,['15'],22,2
129,['15'],22,2
130,['28'],22,2
131,['28'],22,2
132,['27'],23,1
133,['27'],23,1
134,['3'],23,2
135,['3'],23,2
136,['14'],23,2
137,['14'],23,2
138,['29'],24,1
139,['29'],24,1
140,['13'],24,2
141,['13'],24,2
142,['28'],24,2
143,['28'],24,2
144,['18'],25,1
145,['18'],25,1
146,['25'],25,2
147,['25'],25,2
148,['29'],25,2
149,['29'],25,2
150,['5'],26,1
151,['5'],26,1
152,['19'],26,2
153,['19'],26,2
154,['29'],26,2
155,['29'],26,2
156,['22'],27,1
157,['22'],27,1
158,['14'],27,2
159,['14'],27,2
160,['19'],27,2
161,['19'],27,2
162,['6'],28,1
163,['6'],28,1
164,['4'],28,2
165,['4'],28,2
166,['25'],28,2
167,['25'],28,2
168,['14'],29,1
169,['14'],29,1
170,['18'],29,2
171,['18'],29,2
172,['28'],29,2
173,['28'],29,2
174,['24'],30,1
175,['24'],30,1
176,['15'],30,2
177,['15'],30,2
178,['23'],30,2
179,['23'],30,2
180,['5'],31,1
181,['5'],31,1
182,['7'],31,2
183,['7'],31,2
184,['6'],32,1
185,['6'],32,1
186,['19'],32,2
187,['19'],32,2
188,['30'],32,2
189,['30'],32,2
190,['27'],33,1
191,['27'],33,1
192,['3'],33,2
193,['3'],33,2
194,['29'],33,2
195,['29'],33,2
196,['28'],34,1
197,['28'],34,1
198,['14'],34,2
199,['14'],34,2
200,['29'],34,2
201,['29'],34,2
202,['5'],35,1
203,['5'],35,1
204,['5'],36,1
205,['5'],36,1
206,['13'],36,2
207,['13'],36,2
208,['28'],36,2
209,['28'],36,2
210,['13'],37,1
211,['13'],37,1
212,['4'],37,2
213,['4'],37,2
214,['25'],37,2
215,['25'],37,2
216,['5'],38,1
217,['5'],38,1
218,['11'],38,2
219,['11'],38,2
220,['26'],38,2
221,['26'],38,2
222,['24'],39,1
223,['24'],39,1
224,['18'],39,2
225,['18'],39,2
226,['22'],39,2
227,['22'],39,2
228,['9'],40,1
229,['9'],40,1
230,['5'],40,2
231,['5'],40,2
232,['24'],40,2
233,['24'],40,2
234,['12'],41,1
235,['12'],41,1
236,['18'],41,2
237,['18'],41,2
238,['29'],41,2
239,['29'],41,2
240,['4'],42,1
241,['4'],42,1
242,['23'],42,2
243,['23'],42,2
244,['25'],42,2
245,['25'],42,2
246,['5'],43,1
247,['5'],43,1
248,['10'],43,2
249,['10'],43,2
250,['22'],43,2
251,['22'],43,2
252,['3'],44,1
253,['3'],44,1
254,['8'],44,2
255,['8'],44,2
256,['14'],44,2
257,['14'],44,2
258,['30'],45,1
259,['30'],45,1
260,['4'],45,2
261,['4'],45,2
262,['15'],45,2
263,['15'],45,2
264,['13'],46,1
265,['13'],46,1
266,['19'],46,2
267,['19'],46,2
268,['27'],46,2
269,['27'],46,2
270,['25'],47,1
271,['25'],47,1
272,['4'],47,2
273,['4'],47,2
274,['25'],47,2
275,['25'],47,2
276,['21'],48,1
277,['21'],48,1
278,['6'],48,2
279,['6'],48,2
280,['28'],48,2
281,['28'],48,2
282,['16'],49,1
283,['16'],49,1
284,['14'],49,2
285,['14'],49,2
286,['20'],49,2
287,['20'],49,2
288,['20'],50,1
289,['20'],50,1
290,['16'],50,2
291,['16'],50,2
292,['29'],50,2
293,['29'],50,2
294,['29'],51,1
295,['29'],51,1
296,['5'],51,2
297,['5'],51,2
298,['19'],51,2
299,['19'],51,2
300,['12'],52,1
301,['12'],52,1
302,['9'],52,2
303,['9'],52,2
304,['20'],52,2
305,['20'],52,2
306,['11'],53,1
307,['11'],53,1
308,['10'],53,2
309,['10'],53,2
310,['19'],53,2
311,['19'],53,2
312,['14'],54,1
313,['14'],54,1
314,['14'],54,2
315,['14'],54,2
316,['29'],54,2
317,['29'],54,2
318,['25'],55,1
319,['25'],55,1
320,['4'],55,2
321,['4'],55,2
322,['13'],55,2
323,['13'],55,2
324,['26'],56,1
325,['26'],56,1
326,['6'],56,2
327,['6'],56,2
328,['15'],57,1
329,['15'],57,1
330,['3'],57,2
331,['3'],57,2
332,['30'],57,2
333,['30'],57,2
334,['29'],58,1
335,['29'],58,1
336,['24'],58,2
337,['24'],58,2
338,['26'],58,2
339,['26'],58,2
340,['8'],59,1
341,['8'],59,1
342,['8'],59,2
343,['8'],59,2
344,['16'],59,2
345,['16'],59,2
346,['11'],60,1
347,['11'],60,1
348,['3'],60,2
349,['3'],60,2
350,['11'],60,2
351,['11'],60,2
352,['11'],61,1
353,['11'],61,1
354,['20'],61,2
355,['20'],61,2
356,['23'],61,2
357,['23'],61,2
358,['19'],62,1
359,['19'],62,1
360,['15'],62,2
361,['15'],62,2
362,['22'],62,2
363,['22'],62,2
364,['5'],63,1
365,['5'],63,1
366,['16'],63,2
367,['16'],63,2
368,['28'],63,2
369,['28'],63,2
370,['28'],64,1
371,['28'],64,1
372,['20'],64,2
373,['20'],64,2
374,['23'],64,2
375,['23'],64,2
376,['3'],65,1
377,['3'],65,1
378,['11'],65,2
379,['11'],65,2
380,['29'],65,2
381,['29'],65,2
382,['28'],66,1
383,['28'],66,1
384,['21'],66,2
385,['21'],66,2
386,['26'],66,2
387,['26'],66,2
388,['21'],67,1
389,['21'],67,1
390,['19'],67,2
391,['19'],67,2
392,['27'],67,2
393,['27'],67,2
394,['19'],68,1
395,['19'],68,1
396,['3'],68,2
397,['3'],68,2
398,['15'],68,2
399,['15'],68,2
400,['20'],69,1
401,['20'],69,1
402,['10'],69,2
403,['10'],69,2
404,['23'],69,2
405,['23'],69,2
406,['10'],70,1
407,['10'],70,1
408,['4'],70,2
409,['4'],70,2
410,['25'],70,2
411,['25'],70,2
412,['27'],71,1
413,['27'],71,1
414,['20'],71,2
415,['20'],71,2
416,['26'],71,2
417,['26'],71,2
418,['5'],72,1
419,['5'],72,1
420,['11'],72,2
421,['11'],72,2
422,['14'],72,2
423,['14'],72,2
424,['30'],73,1
425,['30'],73,1
426,['26'],73,2
427,['26'],73,2
428,['29'],73,2
429,['29'],73,2
430,['16'],74,1
431,['16'],74,1
432,['18'],74,2
433,['18'],74,2
434,['29'],74,2
435,['29'],74,2
436,['24'],75,1
437,['24'],75,1
438,['14'],75,2
439,['14'],75,2
440,['26'],75,2
441,['26'],75,2
442,['3'],76,1
443,['3'],76,1
444,['13'],76,2
445,['13'],76,2
446,['24'],76,2
447,['24'],76,2
448,['3'],77,1
449,['3'],77,1
450,['12'],77,2
451,['12'],77,2
452,['28'],77,2
453,['28'],77,2
454,['5'],78,1
455,['5'],78,1
456,['4'],78,2
457,['4'],78,2
458,['15'],78,2
459,['15'],78,2
460,['8'],79,1
461,['8'],79,1
462,['15'],79,2
463,['15'],79,2
464,['18'],79,2
465,['18'],79,2
466,['24'],80,1
467,['24'],80,1
468,['4'],80,2
469,['4'],80,2
470,['21'],81,1
471,['21'],81,1
472,['5'],81,2
473,['5'],81,2
474,['12'],81,2
475,['12'],81,2
476,['20'],82,1
477,['20'],82,1
478,['15'],82,2
479,['15'],82,2
480,['27'],82,2
481,['27'],82,2
482,['24'],83,1
483,['24'],83,1
484,['3'],83,2
485,['3'],83,2
486,['18'],83,2
487,['18'],83,2
488,['13'],84,1
489,['13'],84,1
490,['18'],84,2
491,['18'],84,2
492,['23'],84,2
493,['23'],84,2
494,['14'],85,2
495,['14'],85,2
496,['25'],85,2
497,['25'],85,2
498,['20'],86,1
499,['20'],86,1
500,['9'],86,2
501,['9'],86,2
502,['24'],86,2
503,['24'],86,2
504,['22'],87,1
505,['22'],87,1
506,['4'],87,2
507,['4'],87,2
508,['19'],87,2
509,['19'],87,2
510,['6'],88,1
511,['6'],88,1
512,['4'],88,2
513,['4'],88,2
514,['18'],88,2
515,['18'],88,2
516,['29'],89,1
517,['29'],89,1
518,['5'],89,2
519,['5'],89,2
520,['18'],89,2
521,['18'],89,2
522,['26'],90,1
523,['26'],90,1
524,['25'],90,2
525,['25'],90,2
526,['29'],90,2
527,['29'],90,2
528,['20'],91,1
529,['20'],91,1
530,['4'],91,2
531,['4'],91,2
532,['12'],91,2
533,['12'],91,2
534,['9'],92,1
535,['9'],92,1
536,['6'],92,2
537,['6'],92,2
538,['11'],92,2
539,['11'],92,2
540,['9'],93,1
541,['9'],93,1
542,['17'],93,2
543,['17'],93,2
544,['25'],93,2
545,['25'],93,2
546,['16'],94,1
547,['16'],94,1
548,['20'],94,2
549,['20'],94,2
550,['26'],94,2
551,['26'],94,2
552,['5'],95,1
553,['5'],95,1
554,['7'],95,2
555,['7'],95,2
556,['18'],95,2
557,['18'],95,2
558,['14'],96,1
559,['14'],96,1
560,['5'],96,2
561,['5'],96,2
562,['8'],96,2
563,['8'],96,2
564,['30'],97,1
565,['30'],97,1
566,['8'],97,2
567,['8'],97,2
568,['16'],97,2
569,['16'],97,2
570,['23'],98,1
571,['23'],98,1
572,['22'],98,2
573,['22'],98,2
574,['30'],98,2
575,['30'],98,2
576,['26'],99,1
577,['26'],99,1
578,['27'],99,2
579,['27'],99,2
580,['29'],99,2
581,['29'],99,2
582,['11'],100,1
583,['11'],100,1
584,['8'],100,2
585,['8'],100,2
586,['15'],100,2
587,['15'],100,2
588,['9'],101,1
589,['9'],101,1
590,['20'],101,2
591,['20'],101,2
592,['22'],101,2
593,['22'],101,2
594,['26'],102,1
595,['26'],102,1
596,['21'],102,2
597,['21'],102,2
598,['29'],102,2
599,['29'],102,2
600,['4'],103,1
601,['4'],103,1
602,['9'],103,2
603,['9'],103,2
604,['12'],103,2
605,['12'],103,2
606,['20'],104,1
607,['20'],104,1
608,['20'],104,2
609,['20'],104,2
610,['25'],104,2
611,['25'],104,2
612,['1'],105,1
613,['1'],105,1
614,['14'],105,2
615,['14'],105,2
616,['21'],105,2
617,['21'],105,2
618,['19'],106,1
619,['19'],106,1
620,['14'],106,2
621,['14'],106,2
622,['19'],106,2
623,['19'],106,2
624,['3'],107,1
625,['3'],107,1
626,['11'],107,2
627,['11'],107,2
628,['20'],107,2
629,['20'],107,2
630,['14'],108,1
631,['14'],108,1
632,['9'],108,2
633,['9'],108,2
634,['19'],108,2
635,['19'],108,2
636,['10'],109,1
637,['10'],109,1
638,['8'],109,2
639,['8'],109,2
640,['22'],109,2
641,['22'],109,2
642,['29'],110,1
643,['29'],110,1
644,['8'],110,2
645,['8'],110,2
646,['28'],110,2
647,['28'],110,2
648,['30'],111,1
649,['30'],111,1
650,['20'],111,2
651,['20'],111,2
652,['29'],111,2
653,['29'],111,2
654,['6'],112,1
655,['6'],112,1
656,['24'],112,2
657,['24'],112,2
658,['26'],112,2
659,['26'],112,2
660,['9'],113,1
661,['9'],113,1
662,['3'],113,2
663,['3'],113,2
664,['14'],113,2
665,['14'],113,2
666,['21'],114,1
667,['21'],114,1
668,['3'],114,2
669,['3'],114,2
670,['8'],114,2
671,['8'],114,2
672,['9'],115,1
673,['9'],115,1
674,['6'],115,2
675,['6'],115,2
676,['30'],115,2
677,['30'],115,2
678,['27'],116,1
679,['27'],116,1
680,['3'],116,2
681,['3'],116,2
682,['28'],116,2
683,['28'],116,2
684,['23'],117,1
685,['23'],117,1
686,['27'],117,2
687,['27'],117,2
688,['28'],117,2
689,['28'],117,2
690,['20'],118,1
691,['20'],118,1
692,['5'],118,2
693,['5'],118,2
694,['23'],118,2
695,['23'],118,2
696,['11'],119,1
697,['11'],119,1
698,['10'],119,2
699,['10'],119,2
700,['21'],119,2
701,['21'],119,2
702,['11'],120,1
703,['11'],120,1
704,['8'],120,2
705,['8'],120,2
706,['25'],120,2
707,['25'],120,2
708,['22'],121,1
709,['22'],121,1
710,['5'],121,2
711,['5'],121,2
712,['23'],121,2
713,['23'],121,2
714,['18'],122,1
715,['18'],122,1
716,['15'],122,2
717,['15'],122,2
718,['27'],122,2
719,['27'],122,2
720,['9'],123,1
721,['9'],123,1
722,['9'],123,2
723,['9'],123,2
724,['25'],123,2
725,['25'],123,2
726,['24'],124,1
727,['24'],124,1
728,['15'],124,2
729,['15'],124,2
730,['26'],124,2
731,['26'],124,2
732,['11'],125,1
733,['11'],125,1
734,['4'],125,2
735,['4'],125,2
736,['25'],125,2
737,['25'],125,2
738,['21'],126,1
739,['21'],126,1
740,['6'],126,2
741,['6'],126,2
742,['7'],126,2
743,['7'],126,2
744,['5'],127,1
745,['5'],127,1
746,['15'],127,2
747,['15'],127,2
748,['30'],127,2
749,['30'],127,2
750,['15'],128,1
751,['15'],128,1
752,['11'],128,2
753,['11'],128,2
754,['24'],128,2
755,['24'],128,2
756,['9'],129,1
757,['9'],129,1
758,['6'],129,2
759,['6'],129,2
760,['11'],129,2
761,['11'],129,2
762,['15'],130,1
763,['15'],130,1
764,['13'],130,2
765,['13'],130,2
766,['29'],130,2
767,['29'],130,2
768,['17'],131,1
769,['17'],131,1
770,['17'],131,2
771,['17'],131,2
772,['25'],131,2
773,['25'],131,2
774,['13'],132,1
775,['13'],132,1
776,['9'],132,2
777,['9'],132,2
778,['17'],132,2
779,['17'],132,2
780,['24'],133,1
781,['24'],133,1
782,['15'],133,2
783,['15'],133,2
784,['28'],133,2
785,['28'],133,2
786,['10'],134,1
787,['10'],134,1
788,['8'],134,2
789,['8'],134,2
790,['24'],134,2
791,['24'],134,2
792,['14'],135,1
793,['14'],135,1
794,['16'],135,2
795,['16'],135,2
796,['25'],135,2
797,['25'],135,2
798,['13'],136,1
799,['13'],136,1
800,['4'],136,2
801,['4'],136,2
802,['15'],136,2
803,['15'],136,2
804,['22'],137,1
805,['22'],137,1
806,['20'],137,2
807,['20'],137,2
808,['21'],137,2
809,['21'],137,2
810,['7'],138,1
811,['7'],138,1
812,['3'],138,2
813,['3'],138,2
814,['30'],138,2
815,['30'],138,2
816,['15'],139,1
817,['15'],139,1
818,['3'],139,2
819,['3'],139,2
820,['26'],139,2
821,['26'],139,2
822,['15'],140,1
823,['15'],140,1
824,['8'],140,2
825,['8'],140,2
826,['13'],140,2
827,['13'],140,2
828,['11'],141,1
829,['11'],141,1
830,['7'],141,2
831,['7'],141,2
832,['11'],141,2
833,['11'],141,2
834,['5'],142,1
835,['5'],142,1
836,['9'],142,2
837,['9'],142,2
838,['12'],142,2
839,['12'],142,2
840,['22'],143,1
841,['22'],143,1
842,['24'],143,2
843,['24'],143,2
844,['27'],143,2
845,['27'],143,2
846,['27'],144,1
847,['27'],144,1
848,['16'],144,2
849,['16'],144,2
850,['29'],144,2
851,['29'],144,2
852,['8'],145,1
853,['8'],145,1
854,['15'],145,2
855,['15'],145,2
856,['20'],145,2
857,['20'],145,2
858,['5'],146,1
859,['5'],146,1
860,['3'],146,2
861,['3'],146,2
862,['28'],146,2
863,['28'],146,2
864,['15'],147,1
865,['15'],147,1
866,['9'],147,2
867,['9'],147,2
868,['29'],147,2
869,['29'],147,2
870,['7'],148,1
871,['7'],148,1
872,['11'],148,2
873,['11'],148,2
874,['20'],148,2
875,['20'],148,2
876,['8'],149,1
877,['8'],149,1
878,['9'],149,2
879,['9'],149,2
880,['21'],149,2
881,['21'],149,2
882,['21'],150,1
883,['21'],150,1
884,['4'],150,2
885,['4'],150,2
886,['27'],150,2
887,['27'],150,2
888,['28'],151,1
889,['28'],151,1
890,['4'],151,2
891,['4'],151,2
892,['18'],151,2
893,['18'],151,2
894,['25'],152,1
895,['25'],152,1
896,['12'],152,2
897,['12'],152,2
898,['26'],152,2
899,['26'],152,2
900,['9'],153,1
901,['9'],153,1
902,['9'],153,2
903,['9'],153,2
904,['12'],153,2
905,['12'],153,2
906,['25'],154,1
907,['25'],154,1
908,['14'],154,2
909,['14'],154,2
910,['30'],154,2
911,['30'],154,2
912,['23'],155,1
913,['23'],155,1
914,['5'],155,2
915,['5'],155,2
916,['29'],155,2
917,['29'],155,2
918,['8'],156,1
919,['8'],156,1
920,['1'],156,2
921,['1'],156,2
922,['27'],156,2
923,['27'],156,2
924,['5'],157,1
925,['5'],157,1
926,['13'],157,2
927,['13'],157,2
928,['19'],157,2
929,['19'],157,2
930,['8'],158,1
931,['8'],158,1
932,['4'],158,2
933,['4'],158,2
934,['22'],158,2
935,['22'],158,2
936,['14'],159,1
937,['14'],159,1
938,['4'],159,2
939,['4'],159,2
940,['26'],159,2
941,['26'],159,2
942,['10'],160,1
943,['10'],160,1
944,['9'],160,2
945,['9'],160,2
946,['20'],160,2
947,['20'],160,2
948,['14'],161,1
949,['14'],161,1
950,['4'],161,2
951,['4'],161,2
952,['10'],161,2
953,['10'],161,2
954,['29'],162,1
955,['29'],162,1
956,['8'],162,2
957,['8'],162,2
958,['18'],162,2
959,['18'],162,2
960,['4'],163,1
961,['4'],163,1
962,['5'],163,2
963,['5'],163,2
964,['30'],163,2
965,['30'],163,2
966,['29'],164,1
967,['29'],164,1
968,['11'],164,2
969,['11'],164,2
970,['24'],164,2
971,['24'],164,2
972,['12'],165,1
973,['12'],165,1
974,['5'],165,2
975,['5'],165,2
976,['29'],165,2
977,['29'],165,2
978,['25'],166,1
979,['25'],166,1
980,['9'],166,2
981,['9'],166,2
982,['26'],166,2
983,['26'],166,2
984,['26'],167,1
985,['26'],167,1
986,['20'],167,2
987,['20'],167,2
988,['25'],167,2
989,['25'],167,2
990,['26'],168,1
991,['26'],168,1
992,['2'],168,2
993,['2'],168,2
994,['8'],168,2
995,['8'],168,2
996,['22'],169,1
997,['22'],169,1
998,['4'],169,2
999,['4'],169,2
1000,['20'],169,2
1001,['20'],169,2
1002,['25'],170,1
1003,['25'],170,1
1004,['4'],170,2
1005,['4'],170,2
1006,['20'],170,2
1007,['20'],170,2
1008,['8'],171,1
1009,['8'],171,1
1010,['8'],171,2
1011,['8'],171,2
1012,['14'],171,2
1013,['14'],171,2
1014,['8'],172,1
1015,['8'],172,1
1016,['9'],172,2
1017,['9'],172,2
1018,['19'],172,2
1019,['19'],172,2
1020,['14'],173,1
1021,['14'],173,1
1022,['4'],173,2
1023,['4'],173,2
1024,['19'],174,1
1025,['19'],174,1
1026,['9'],174,2
1027,['9'],174,2
1028,['2'],175,1
1029,['2'],175,1
1030,['7'],175,2
1031,['7'],175,2
1032,['25'],175,2
1033,['25'],175,2
1034,['15'],176,1
1035,['15'],176,1
1036,['11'],176,2
1037,['11'],176,2
1038,['16'],176,2
1039,['16'],176,2
1040,['5'],177,1
1041,['5'],177,1
1042,['14'],177,2
1043,['14'],177,2
1044,['16'],177,2
1045,['16'],177,2
1046,['24'],178,1
1047,['24'],178,1
1048,['4'],178,2
1049,['4'],178,2
1050,['27'],178,2
1051,['27'],178,2
1052,['21'],179,1
1053,['21'],179,1
1054,['26'],179,2
1055,['26'],179,2
1056,['13'],180,2
1057,['13'],180,2
1058,['19'],180,2
1059,['19'],180,2
1060,['10'],181,1
1061,['10'],181,1
1062,['24'],181,2
1063,['24'],181,2
1064,['27'],181,2
1065,['27'],181,2
1066,['21'],182,1
1067,['21'],182,1
1068,['1'],182,2
1069,['1'],182,2
1070,['13'],182,2
1071,['13'],182,2
1072,['18'],183,1
1073,['18'],183,1
1074,['1'],183,2
1075,['1'],183,2
1076,['24'],183,2
1077,['24'],183,2
1078,['12'],184,1
1079,['12'],184,1
1080,['21'],184,2
1081,['21'],184,2
1082,['25'],184,2
1083,['25'],184,2
1084,['9'],185,1
1085,['9'],185,1
1086,['4'],185,2
1087,['4'],185,2
1088,['12'],185,2
1089,['12'],185,2
1090,['10'],186,1
1091,['10'],186,1
1092,['17'],186,2
1093,['17'],186,2
1094,['28'],186,2
1095,['28'],186,2
1096,['29'],187,1
1097,['29'],187,1
1098,['20'],187,2
1099,['20'],187,2
1100,['29'],187,2
1101,['29'],187,2
1102,['20'],188,1
1103,['20'],188,1
1104,['15'],188,2
1105,['15'],188,2
1106,['25'],188,2
1107,['25'],188,2
1108,['12'],189,1
1109,['12'],189,1
1110,['19'],189,2
1111,['19'],189,2
1112,['24'],189,2
1113,['24'],189,2
1114,['18'],190,1
1115,['18'],190,1
1116,['10'],190,2
1117,['10'],190,2
1118,['24'],190,2
1119,['24'],190,2
1120,['19'],191,2
1121,['19'],191,2
1122,['26'],191,2
1123,['26'],191,2
1124,['4'],192,1
1125,['4'],192,1
1126,['5'],192,2
1127,['5'],192,2
1128,['8'],192,2
1129,['8'],192,2
1130,['11'],193,1
1131,['11'],193,1
1132,['14'],193,2
1133,['14'],193,2
1134,['30'],193,2
1135,['30'],193,2
1136,['4'],194,1
1137,['4'],194,1
1138,['16'],194,2
1139,['16'],194,2
1140,['28'],194,2
1141,['28'],194,2
1142,['5'],195,1
1143,['5'],195,1
1144,['17'],195,2
1145,['17'],195,2
1146,['24'],195,2
1147,['24'],195,2
1148,['7'],196,1
1149,['7'],196,1
1150,['11'],196,2
1151,['11'],196,2
1152,['25'],197,1
1153,['25'],197,1
1154,['2'],197,2
1155,['2'],197,2
1156,['26'],197,2
1157,['26'],197,2
1158,['4'],198,1
1159,['4'],198,1
1160,['12'],198,2
1161,['12'],198,2
1162,['23'],198,2
1163,['23'],198,2
1164,['5'],199,1
1165,['5'],199,1
1166,['11'],199,2
1167,['11'],199,2
1168,['20'],199,2
1169,['20'],199,2
1170,['26'],200,1
1171,['26'],200,1
1172,['15'],200,2
1173,['15'],200,2
1174,['25'],200,2
1175,['25'],200,2
1176,['16'],201,1
1177,['16'],201,1
1178,['19'],201,2
1179,['19'],201,2
1180,['28'],201,2
1181,['28'],201,2
1182,['8'],202,1
1183,['8'],202,1
1184,['3'],202,2
1185,['3'],202,2
1186,['15'],202,2
1187,['15'],202,2
1188,['18'],203,1
1189,['18'],203,1
1190,['10'],203,2
1191,['10'],203,2
1192,['30'],203,2
1193,['30'],203,2
1194,['22'],204,1
1195,['22'],204,1
1196,['9'],204,2
1197,['9'],204,2
1198,['17'],204,2
1199,['17'],204,2
1200,['14'],205,1
1201,['14'],205,1
1202,['18'],205,2
1203,['18'],205,2
1204,['28'],205,2
1205,['28'],205,2
1206,['16'],206,1
1207,['16'],206,1
1208,['9'],206,2
1209,['9'],206,2
1210,['16'],206,2
1211,['16'],206,2
1212,['15'],207,1
1213,['15'],207,1
1214,['4'],207,2
1215,['4'],207,2
1216,['20'],207,2
1217,['20'],207,2
1218,['4'],208,1
1219,['4'],208,1
1220,['12'],208,2
1221,['12'],208,2
1222,['18'],208,2
1223,['18'],208,2
1224,['7'],209,1
1225,['7'],209,1
1226,['11'],209,2
1227,['11'],209,2
1228,['18'],209,2
1229,['18'],209,2
1230,['20'],210,1
1231,['20'],210,1
1232,['4'],210,2
1233,['4'],210,2
1234,['23'],210,2
1235,['23'],210,2
1236,['3'],211,1
1237,['3'],211,1
1238,['4'],211,2
1239,['4'],211,2
1240,['29'],211,2
1241,['29'],211,2
1242,['18'],212,1
1243,['18'],212,1
1244,['22'],212,2
1245,['22'],212,2
1246,['30'],212,2
1247,['30'],212,2
1248,['17'],213,1
1249,['17'],213,1
1250,['20'],213,2
1251,['20'],213,2
1252,['29'],213,2
1253,['29'],213,2
1254,['13'],214,1
1255,['13'],214,1
1256,['14'],214,2
1257,['14'],214,2
1258,['27'],214,2
1259,['27'],214,2
1260,['25'],215,1
1261,['25'],215,1
1262,['1'],215,2
1263,['1'],215,2
1264,['18'],215,2
1265,['18'],215,2
1266,['28'],216,1
1267,['28'],216,1
1268,['10'],216,2
1269,['10'],216,2
1270,['27'],216,2
1271,['27'],216,2
1272,['9'],217,1
1273,['9'],217,1
1274,['18'],217,2
1275,['18'],217,2
1276,['28'],217,2
1277,['28'],217,2
1278,['18'],218,1
1279,['18'],218,1
1280,['12'],218,2
1281,['12'],218,2
1282,['16'],218,2
1283,['16'],218,2
1284,['2'],219,1
1285,['2'],219,1
1286,['16'],219,2
1287,['16'],219,2
1288,['22'],219,2
1289,['22'],219,2
1290,['12'],220,1
1291,['12'],220,1
1292,['10'],220,2
1293,['10'],220,2
1294,['22'],220,2
1295,['22'],220,2
1296,['14'],221,1
1297,['14'],221,1
1298,['20'],221,2
1299,['20'],221,2
1300,['25'],221,2
1301,['25'],221,2
1302,['30'],222,1
1303,['30'],222,1
1304,['18'],222,2
1305,['18'],222,2
1306,['23'],222,2
1307,['23'],222,2
1308,['30'],223,1
1309,['30'],223,1
1310,['11'],223,2
1311,['11'],223,2
1312,['30'],223,2
1313,['30'],223,2
1314,['10'],224,1
1315,['10'],224,1
1316,['4'],224,2
1317,['4'],224,2
1318,['8'],224,2
1319,['8'],224,2
1320,['20'],225,1
1321,['20'],225,1
1322,['17'],225,2
1323,['17'],225,2
1324,['29'],225,2
1325,['29'],225,2
1326,['9'],226,1
1327,['9'],226,1
1328,['13'],226,2
1329,['13'],226,2
1330,['17'],226,2
1331,['17'],226,2
1332,['16'],227,1
1333,['16'],227,1
1334,['8'],227,2
1335,['8'],227,2
1336,['11'],227,2
1337,['11'],227,2
1338,['6'],228,1
1339,['6'],228,1
1340,['3'],228,2
1341,['3'],228,2
1342,['27'],228,2
1343,['27'],228,2
1344,['8'],229,1
1345,['8'],229,1
1346,['25'],229,2
1347,['25'],229,2
1348,['29'],229,2
1349,['29'],229,2
1350,['3'],230,1
1351,['3'],230,1
1352,['8'],230,2
1353,['8'],230,2
1354,['26'],230,2
1355,['26'],230,2
1356,['8'],231,1
1357,['8'],231,1
1358,['3'],231,2
1359,['3'],231,2
1360,['18'],231,2
1361,['18'],231,2
